510,174,2239,Zich František,Sociologie veřejného mínění
511,174,2733,Zich František,Výběr kvótní
512,175,2121,Zwicker Bruno,Sociologie česká do r. 1948
513,175,2124,Zwicker Bruno,Sociologie deviantního chování
514,177,2121,Žmavc Ivan,Sociologie česká do r. 1948
515,38,125,Analýza,Sedláček Oto
516,321,76,Demografie,Kučera Milan
517,321,97,Demografie,Možný Ivo
518,321,166,Demografie,Večerník Jiří
519,1556,20,Parlament,Dušek Jan
520,1556,85,Parlament,Machotka Otakar
521,1556,94,Parlament,Mertl Jan
522,1556,134,Parlament,Sorokin Pitirim Alexandrovič
523,1556,167,Parlament,Verunáč Václav
524,2548,28,Teorie vědy,Frič Pavol
